0	2010-10-19T23:55:27Z	30.2359091167	-97.7951395833	22847
0	2010-10-18T22:17:43Z	30.2691029532	-97.7493953705	420315
0	2010-10-17T23:42:03Z	30.2557309927	-97.7633857727	316637
0	2010-10-17T19:26:05Z	30.2634181234	-97.7575966669	16516
0	2010-10-16T18:50:42Z	30.2742918584	-97.7405226231	5535878
0	2010-10-12T23:58:03Z	30.261599404	-97.7585805953	15372
0	2010-10-12T22:02:11Z	30.2679095833	-97.7493124167	21714
0	2010-10-12T19:44:40Z	30.2691029532	-97.7493953705	420315
0	2010-10-12T15:57:20Z	30.2811204101	-97.7452111244	153505
0	2010-10-12T15:19:03Z	30.2691029532	-97.7493953705	420315
1	2010-07-25T11:40:18Z	48.86337875	2.333328717	1500177
1	2010-07-24T12:21:43Z	45.202483667	-0.746830983	1493267
1	2010-07-15T04:09:15Z	44.724745941	5.03296136	1441698
1	2010-07-14T04:13:35Z	44.916842649	5.784218561	1436795
1	2010-07-13T03:33:55Z	45.664003665	6.429900217	1431949
1	2010-07-11T11:19:19Z	45.95037652	6.740224373	1423291
1	2010-07-11T03:45:31Z	46.130260017	6.516775058	1422219
1	2010-07-10T03:33:04Z	46.300467489	5.740870777	1414779
1	2010-07-08T05:53:44Z	48.419669031	3.016968297	1404455
1	2010-07-07T07:53:20Z	49.6100008243	3.8039731979	1399686
2	2010-10-21T00:03:50Z	34.0430230998	-118.2671570778	14637
2	2010-10-20T17:18:59Z	34.0172734606	-118.447508812	59838
2	2010-10-15T16:00:09Z	34.0172734606	-118.447508812	59838
2	2010-10-12T01:35:37Z	34.0172734606	-118.447508812	59838
2	2010-10-08T02:00:05Z	34.02476572	-118.32811021	1474903
2	2010-10-07T19:14:49Z	34.0308269167	-118.4686975833	335197
2	2010-10-07T00:29:04Z	34.0426141541	-118.2696247101	31248
2	2010-10-07T00:17:00Z	34.0172734606	-118.447508812	59838
2	2010-10-06T23:39:38Z	34.0303804344	-118.4662628174	2781866
2	2010-10-06T20:34:07Z	34.031481915	-118.46877458	1327534
4	2010-10-11T20:30:23Z	37.7826046833	-122.4076080167	14608
4	2010-10-02T18:58:55Z	37.7868705523	-122.4549742274	640452
4	2010-09-29T20:29:54Z	37.7826583333	-122.4063205667	166197
4	2010-09-15T19:41:45Z	37.7855207387	-122.3969757557	26645
4	2010-08-29T01:40:49Z	37.77985	-122.4944372333	102499
4	2010-08-24T01:49:35Z	37.778430867	-122.3893941	1582288
4	2010-08-24T01:47:16Z	37.7783555476	-122.3894011974	10677
4	2010-08-19T20:09:11Z	37.784282779	-122.4091100693	36365
4	2010-08-16T20:21:53Z	37.7854578538	-122.4128821943	260236
4	2010-08-15T01:03:46Z	39.3280367	-120.2401895	167388
4	2010-08-13T16:42:47Z	37.7864788714	-122.403563261	57155
10	2010-06-23T00:27:09Z	38.882612233	-94.781550683	1324128
10	2010-06-23T00:17:03Z	38.88516205	-94.78654706	1324105
10	2010-06-22T23:56:19Z	38.8791074333	-94.7603786333	66508
10	2010-06-20T23:40:52Z	38.8990072949	-94.782088995	435082
10	2010-06-20T20:29:54Z	38.910662603	-94.7645258904	139625
10	2010-06-20T19:58:30Z	38.885020783	-94.759336367	1231827
10	2010-06-20T19:28:57Z	38.9441707	-94.8499828333	826115
10	2010-06-20T17:22:34Z	38.9122162167	-94.76002395	54960
10	2010-06-20T02:52:30Z	38.8832589333	-94.7807334667	42004
10	2010-06-20T01:14:40Z	38.8939502833	-94.7627589667	39674
10	2010-06-19T22:58:32Z	38.89887338	-94.76351815	1302352
13	2010-06-26T22:28:17Z	41.373013783	-71.48612245	1200549
13	2010-06-26T22:28:06Z	41.3750528	-71.4886173333	153888
13	2010-06-26T18:25:26Z	41.4300742519	-71.4623308182	44795
13	2010-06-26T18:24:56Z	41.4260460667	-71.4598286167	46463
13	2010-06-26T18:24:38Z	41.42606225	-71.4595940833	46488
13	2010-06-26T17:30:31Z	41.45054316	-71.36025518	1343890
13	2010-06-26T16:54:54Z	41.53491	-71.280473	330300
13	2010-06-26T15:02:11Z	41.95879685	-70.6625161333	558803
13	2010-06-26T14:52:51Z	41.9595634667	-70.66207425	558823
13	2010-06-26T14:52:26Z	41.9580779502	-70.6621313095	15313
13	2010-06-26T12:26:36Z	42.40900361	-71.00136917	960075
18	2009-12-23T17:23:51Z	33.1376251269	-117.1891341384	26539
18	2009-12-22T17:07:49Z	33.1373149295	-117.1765797787	252059
18	2009-12-21T17:59:26Z	33.1376251269	-117.1891341384	26539
18	2009-12-19T21:14:00Z	33.1555023193	-117.3438415527	237120
18	2009-12-18T17:27:55Z	33.1376251269	-117.1891341384	26539
18	2009-12-18T04:08:40Z	33.1594781641	-117.3507320881	25748
18	2009-12-17T21:56:39Z	33.1374164337	-117.1834051609	157748
18	2009-12-17T16:41:24Z	33.1376251269	-117.1891341384	26539
18	2009-12-15T21:55:00Z	33.1376251269	-117.1891341384	26539
18	2009-12-15T17:08:28Z	33.1420981667	-117.1913958167	21255
18	2009-12-14T17:42:46Z	33.1376251269	-117.1891341384	26539
20	2010-09-28T10:43:20Z	60.1935107014	11.0982513428	66171
20	2010-09-28T10:42:50Z	60.1935107014	11.0982513428	66171
20	2010-09-26T23:10:30Z	40.7634210141	-73.9867480977	737000
20	2010-09-26T19:40:01Z	40.7630967931	-73.9811182022	93056
20	2010-09-26T17:54:36Z	40.6912468675	-74.1795158386	24963
20	2010-09-21T17:22:20Z	32.9749990145	-96.7152106762	23435
20	2010-09-17T18:27:16Z	30.66100715	-95.5106306	12893
20	2010-09-17T01:59:54Z	29.7576792231	-95.3644186156	408444
20	2010-09-11T23:22:59Z	33.0266672	-96.8406532333	80000
20	2010-09-09T17:56:16Z	32.98565955	-96.9124049833	37055
20	2010-09-09T17:55:57Z	32.9857860167	-96.91237055	488090
21	2010-06-14T04:01:18Z	33.8097343862	-117.9226773757	43701
21	2010-06-03T23:26:22Z	40.7317873406	-73.9890950918	70798
21	2010-05-27T19:47:54Z	33.6606068833	-117.7596361667	729536
21	2010-05-06T21:05:17Z	33.8035951106	-117.8891226829	608388
21	2010-05-04T22:58:59Z	33.6767760868	-117.886621356	232585
21	2010-05-04T02:15:07Z	33.6606068833	-117.7596361667	729536
21	2010-05-01T03:31:17Z	33.6779326667	-117.7994696167	178804
21	2010-04-27T03:27:00Z	33.64603575	-117.9193398667	438023
21	2010-04-26T22:26:54Z	33.69572935	-117.8902702	1001227
21	2010-04-23T01:58:08Z	33.6563084479	-117.9184648433	229762
21	2010-04-20T18:22:18Z	33.6606068833	-117.7596361667	729536
31	2010-08-22T01:31:41Z	30.2292597076	-97.8209245205	80272
31	2010-08-22T01:13:12Z	30.2282910167	-97.8243051333	24073
31	2010-08-21T18:19:26Z	30.2762482167	-97.7729394	30758
31	2010-08-20T21:53:21Z	30.2691029532	-97.7493953705	420315
31	2010-08-20T13:43:08Z	29.4257855333	-98.4862947333	11507
31	2010-08-20T00:06:51Z	29.4263570092	-98.490639925	192547
31	2010-08-19T23:23:15Z	29.4250954687	-98.4908437729	186235
31	2010-08-18T17:17:02Z	30.2691029532	-97.7493953705	420315
31	2010-08-16T23:00:22Z	30.3131165438	-97.6567304134	111604
31	2010-08-16T20:37:44Z	30.2679095833	-97.7493124167	21714
31	2010-08-15T20:05:36Z	30.2578254048	-97.8081786633	22192
32	2010-10-19T21:33:35Z	30.2370831965	-97.7948856354	200264
32	2010-10-19T03:34:52Z	30.250076915	-97.747402697	1504429
32	2010-10-18T23:12:30Z	30.25087565	-97.74911095	37571
32	2010-10-18T03:18:42Z	30.2444426402	-97.7519488335	13299
32	2010-10-17T20:12:37Z	30.2462870491	-97.7511441708	1603322
32	2010-10-17T00:37:09Z	30.260346957	-97.74020115	2262800
32	2010-10-16T04:51:18Z	30.2614426833	-97.7428117	690226
32	2010-10-15T23:13:22Z	30.2623824017	-97.7423708139	480648
32	2010-10-15T22:20:56Z	30.2611033167	-97.7419636667	1078807
32	2010-10-15T16:13:28Z	30.2620048281	-97.7416920662	20063
34	2010-09-06T13:30:25Z	40.744096518	-73.984549567	3225874
34	2010-09-06T12:27:36Z	40.6438845363	-73.7828063965	23261
34	2010-09-06T10:33:05Z	43.6472632791	-70.309946537	13073
34	2010-09-06T00:28:48Z	44.286219519	-69.790076107	2359382
34	2010-09-05T19:03:12Z	44.411941309	-70.795654743	3189164
34	2010-09-04T18:54:20Z	44.759606874	-69.592870612	3120373
34	2010-09-04T15:15:50Z	44.274074163	-69.941820954	2962965
34	2010-09-04T01:16:55Z	43.6562836902	-70.2519035339	908749
34	2010-09-04T00:09:22Z	43.6546285667	-70.2574272667	383985
34	2010-09-03T22:05:39Z	43.6680074231	-70.2802652121	166543
34	2010-09-03T21:47:03Z	43.65665577	-70.2526581801	547108
35	2010-10-21T22:13:39Z	33.0795353146	-96.8230676651	29242
35	2010-10-21T14:08:12Z	33.0776890071	-96.8210721016	41330
35	2010-10-20T15:16:04Z	33.07141745	-96.8210360333	111304
35	2010-10-20T15:00:49Z	33.0994306	-96.8242138	1077271
35	2010-10-19T13:40:56Z	33.0776890071	-96.8210721016	41330
35	2010-10-19T13:40:41Z	33.0774003167	-96.8212823	801986
35	2010-10-19T00:17:56Z	33.1746157333	-96.8412831667	692233
35	2010-10-18T22:55:37Z	33.1727251114	-96.8166732788	178580
35	2010-10-18T22:55:25Z	33.17258325	-96.81775515	819799
35	2010-10-18T17:45:46Z	33.0640898167	-96.7976650667	41500
36	2009-12-20T23:22:45Z	47.6249912833	-122.3566551333	202312
36	2009-12-18T22:58:49Z	47.6072619167	-122.3386606667	214179
36	2009-12-17T04:00:19Z	47.6245763	-122.3560304	70571
36	2009-12-16T23:15:26Z	47.6108429915	-122.3355424404	61412
36	2009-12-16T07:09:38Z	47.6237337526	-122.3579926018	135618
36	2009-12-16T05:06:03Z	47.664101346	-122.3819127233	165433
36	2009-12-14T08:31:50Z	47.6248311833	-122.3567748	11032
37	2010-02-27T23:11:35Z	39.7639171421	-86.1555147171	39412
37	2010-02-27T21:42:36Z	39.767080675	-86.1591176361	195428
39	2010-04-14T19:10:24Z	37.6163560649	-122.3861503601	19542
39	2010-02-21T02:18:24Z	39.2401468471	-119.9417734248	270037
39	2010-02-20T20:46:10Z	38.9609688514	-119.885559082	201028
39	2010-02-14T01:30:45Z	37.8057830213	-122.4205470085	10570
39	2010-02-11T01:05:22Z	40.7594201588	-73.9830281097	352264
39	2010-02-10T18:17:14Z	40.7691708833	-73.98161	116677
39	2010-02-05T19:49:24Z	51.5165589963	-0.1368870254	68231
39	2010-01-27T02:18:42Z	33.69007313	-117.8764525	244414
39	2010-01-26T18:58:39Z	34.021460578	-118.4954105619	456945
39	2010-01-21T02:46:01Z	37.7914050034	-122.4120283127	123999
39	2010-01-20T03:01:45Z	37.79054421	-122.40400296	26086
48	2010-03-20T00:07:22Z	33.7586877588	-84.34882164	104021
48	2010-03-16T04:21:27Z	30.2686964002	-97.7456147969	9313
48	2010-03-16T02:45:52Z	30.2621994311	-97.7390956879	9254
48	2010-03-15T14:57:32Z	30.265294493	-97.7385485172	9247
48	2010-03-14T19:16:11Z	30.266996	-97.7442669	671812
48	2010-03-14T16:02:19Z	30.265294493	-97.7385485172	9247
48	2010-03-14T15:17:57Z	30.2645797809	-97.7388015919	701133
48	2010-03-14T07:47:28Z	30.26780605	-97.74154185	9222
48	2010-03-14T03:00:05Z	30.2580106167	-97.7397394167	9256
48	2010-03-13T23:06:58Z	30.2639879069	-97.7419361472	9460
48	2010-03-13T22:02:51Z	30.2638859739	-97.7379798889	9382
49	2010-09-15T01:11:21Z	38.969016773	-94.6081697174	20571
